ph,turbidity,tds,do,temperature,true_class,oracle_class,sample_id
6.99,11.044,466.912,6.894,21.677,MARGINAL,MARGINAL,383
6.388,6.258,414.071,6.634,24.602,MARGINAL,MARGINAL,384
6.571,5.357,489.926,7.053,26.5,POTABLE,MARGINAL,385
7.478,5.168,210.351,8.622,26.394,POTABLE,MARGINAL,386
2.217,37.1,1171.316,1.856,17.81,NON_POTABLE,NON_POTABLE,387
7.19,0.0,142.738,7.328,28.456,POTABLE,POTABLE,388
6.069,2.705,260.599,7.835,22.872,POTABLE,MARGINAL,389
7.61,8.859,809.935,4.208,25.922,MARGINAL,MARGINAL,390
6.859,0.0,379.516,7.394,18.653,POTABLE,POTABLE,391
7.332,72.617,588.663,3.014,29.169,NON_POTABLE,NON_POTABLE,392
8.214,1.974,565.6,5.477,34.332,MARGINAL,MARGINAL,393
7.411,2.015,365.381,8.075,26.495,POTABLE,MARGINAL,394
6.872,1.782,301.487,8.693,21.313,POTABLE,MARGINAL,395
7.745,4.847,634.726,4.515,31.585,MARGINAL,MARGINAL,396
6.852,1.047,320.168,9.217,25.406,POTABLE,MARGINAL,397
7.125,0.0,427.926,9.0,25.135,POTABLE,POTABLE,398
4.289,54.738,749.72,0.585,19.687,NON_POTABLE,NON_POTABLE,399
6.31,8.188,541.134,5.48,16.786,MARGINAL,MARGINAL,400
7.45,0.0,484.534,7.753,18.076,POTABLE,POTABLE,401
3.242,60.812,747.023,2.351,28.837,NON_POTABLE,NON_POTABLE,402
8.383,0.0,484.061,8.104,22.852,POTABLE,POTABLE,403
9.095,2.623,701.849,3.659,26.053,MARGINAL,NON_POTABLE,404
7.037,3.202,325.163,6.35,20.494,MARGINAL,MARGINAL,405
6.069,9.594,791.097,7.403,22.284,MARGINAL,MARGINAL,406
6.17,2.8,427.955,9.053,27.777,POTABLE,MARGINAL,407
5.901,0.0,223.925,7.689,23.319,POTABLE,MARGINAL,408
6.63,0.0,299.698,9.596,19.107,POTABLE,POTABLE,409
6.593,0.0,482.559,4.734,22.455,MARGINAL,MARGINAL,410
7.896,0.0,315.659,9.632,25.605,POTABLE,POTABLE,411
5.779,1.514,497.575,5.916,28.422,MARGINAL,MARGINAL,412
8.74,5.574,638.696,5.89,33.207,MARGINAL,MARGINAL,413
6.768,1.015,266.708,8.654,31.217,POTABLE,MARGINAL,414
6.198,3.799,324.677,9.02,23.747,POTABLE,MARGINAL,415
5.477,16.833,1199.278,0.822,24.469,NON_POTABLE,NON_POTABLE,416
7.009,1.047,389.632,7.38,27.269,POTABLE,MARGINAL,417
0.0,59.816,1086.806,1.829,27.876,NON_POTABLE,NON_POTABLE,418
8.485,11.918,555.238,5.224,34.124,MARGINAL,MARGINAL,419
8.589,10.127,628.724,5.107,23.926,MARGINAL,MARGINAL,420
7.349,1.988,565.711,4.999,27.175,MARGINAL,MARGINAL,421
6.474,7.586,400.113,7.119,19.247,MARGINAL,MARGINAL,422
8.128,10.218,695.033,4.713,24.768,MARGINAL,MARGINAL,423
6.685,0.0,437.961,8.032,22.555,POTABLE,POTABLE,424
7.14,0.0,530.255,3.513,25.64,MARGINAL,MARGINAL,425
7.083,60.757,1415.472,1.256,36.173,NON_POTABLE,NON_POTABLE,426
7.367,1.757,414.069,8.922,23.648,POTABLE,MARGINAL,427
8.06,1.666,187.344,6.721,26.127,POTABLE,MARGINAL,428
2.501,81.008,1016.249,2.707,38.257,NON_POTABLE,NON_POTABLE,429
6.584,5.29,405.274,8.943,16.741,POTABLE,MARGINAL,430
7.72,0.0,346.771,8.842,18.048,POTABLE,POTABLE,431
2.828,68.285,777.574,3.547,30.515,NON_POTABLE,NON_POTABLE,432
7.025,0.0,438.281,6.657,23.941,POTABLE,POTABLE,433
7.567,8.594,283.083,5.817,27.43,MARGINAL,MARGINAL,434
7.299,2.502,388.992,4.911,33.509,MARGINAL,MARGINAL,435
7.41,14.19,415.059,5.724,27.064,MARGINAL,MARGINAL,436
7.969,1.303,525.531,6.031,22.952,MARGINAL,MARGINAL,437
0.416,97.92,533.433,1.193,32.247,NON_POTABLE,NON_POTABLE,438
7.777,0.935,186.352,7.866,21.673,POTABLE,POTABLE,439
8.161,8.745,403.437,7.248,29.019,MARGINAL,MARGINAL,440
7.494,3.413,394.391,5.109,27.362,MARGINAL,MARGINAL,441
7.162,0.0,262.638,8.435,26.425,POTABLE,POTABLE,442
6.405,10.028,641.822,5.466,21.468,MARGINAL,MARGINAL,443
7.965,0.0,404.784,7.298,25.043,POTABLE,POTABLE,444
6.879,0.0,324.129,8.078,25.342,POTABLE,POTABLE,445
7.664,0.0,275.568,7.313,29.949,POTABLE,POTABLE,446
5.898,13.709,723.902,3.36,28.809,MARGINAL,MARGINAL,447
2.953,48.235,1024.441,1.32,32.375,NON_POTABLE,NON_POTABLE,448
6.866,0.0,284.96,8.024,29.929,POTABLE,POTABLE,449
7.646,0.0,341.409,7.904,23.885,POTABLE,POTABLE,450
7.846,8.021,703.74,5.784,19.977,MARGINAL,MARGINAL,451
8.096,15.109,339.767,3.107,23.572,MARGINAL,MARGINAL,452
5.994,97.966,1060.826,0.0,25.363,NON_POTABLE,NON_POTABLE,453
7.27,0.0,331.265,9.58,23.401,POTABLE,POTABLE,454
4.416,60.926,859.295,0.867,25.026,NON_POTABLE,NON_POTABLE,455
6.823,0.0,362.764,10.071,16.219,POTABLE,POTABLE,456
7.666,13.397,696.087,8.366,30.238,MARGINAL,MARGINAL,457
7.624,12.102,665.087,5.243,17.48,MARGINAL,MARGINAL,458
6.763,7.044,615.663,6.039,26.846,MARGINAL,MARGINAL,459
6.953,0.726,326.488,8.811,23.875,POTABLE,POTABLE,460
7.007,5.4,252.774,10.082,19.938,POTABLE,MARGINAL,461
7.167,0.0,299.735,9.213,21.762,POTABLE,POTABLE,462
6.655,0.0,321.709,9.171,29.413,POTABLE,POTABLE,463
7.043,4.662,525.92,6.148,20.245,MARGINAL,MARGINAL,464
7.706,12.609,700.704,3.53,22.2,MARGINAL,MARGINAL,465
6.768,6.232,548.849,6.792,25.53,MARGINAL,MARGINAL,466
6.131,11.067,593.779,6.684,18.518,MARGINAL,MARGINAL,467
5.258,58.701,1367.438,0.639,30.161,NON_POTABLE,NON_POTABLE,468
6.829,29.409,858.378,0.834,27.543,NON_POTABLE,NON_POTABLE,469
6.237,77.663,1147.343,2.922,25.669,NON_POTABLE,NON_POTABLE,470
7.112,5.414,673.018,4.288,33.007,MARGINAL,MARGINAL,471
6.281,5.463,657.972,6.677,23.232,MARGINAL,MARGINAL,472
8.023,1.295,153.991,8.136,24.94,POTABLE,MARGINAL,473
6.218,13.148,688.005,5.897,28.949,MARGINAL,MARGINAL,474
6.033,0.0,542.906,5.449,26.813,MARGINAL,MARGINAL,475
8.116,3.496,511.963,4.864,25.018,MARGINAL,MARGINAL,476
8.975,3.592,597.576,5.883,24.227,MARGINAL,MARGINAL,477
8.438,7.888,298.117,9.656,17.438,POTABLE,MARGINAL,478
7.105,0.0,361.589,8.391,16.041,POTABLE,POTABLE,479
6.694,0.0,309.181,8.937,22.807,POTABLE,POTABLE,480
7.717,62.795,1083.557,3.082,31.172,NON_POTABLE,NON_POTABLE,481
9.096,58.53,1214.839,3.351,39.447,NON_POTABLE,NON_POTABLE,482
6.565,3.592,291.458,10.431,29.843,POTABLE,MARGINAL,483
8.569,1.577,555.122,6.695,26.52,MARGINAL,MARGINAL,484
7.672,12.866,797.941,0.751,31.835,NON_POTABLE,NON_POTABLE,485
6.715,45.265,836.947,1.457,31.67,NON_POTABLE,NON_POTABLE,486
5.779,2.645,473.57,9.301,18.807,POTABLE,MARGINAL,487
6.588,1.028,228.829,4.265,27.58,MARGINAL,MARGINAL,488
6.803,3.628,274.979,7.982,23.919,POTABLE,MARGINAL,489
7.053,0.0,247.305,9.567,26.226,POTABLE,POTABLE,490
7.775,0.0,471.741,10.067,20.612,POTABLE,POTABLE,491
7.07,0.0,275.347,8.039,22.99,POTABLE,POTABLE,492
7.104,1.604,172.959,10.179,26.695,POTABLE,MARGINAL,493
5.741,16.474,644.249,5.476,26.975,MARGINAL,MARGINAL,494
7.642,0.0,292.173,8.738,25.135,POTABLE,POTABLE,495
7.655,27.003,764.086,2.132,17.33,NON_POTABLE,NON_POTABLE,496
6.573,0.0,385.582,8.211,22.849,POTABLE,POTABLE,497
7.777,2.603,316.81,8.483,27.45,POTABLE,MARGINAL,498
6.873,0.0,403.129,10.519,30.496,POTABLE,POTABLE,499
8.189,17.376,581.462,3.634,24.548,MARGINAL,MARGINAL,500
8.933,8.106,721.527,6.528,24.48,MARGINAL,MARGINAL,501
2.801,57.926,1025.813,0.0,26.185,NON_POTABLE,NON_POTABLE,502
5.884,3.094,145.752,8.189,19.838,POTABLE,MARGINAL,503
8.086,42.102,1022.533,1.071,38.316,NON_POTABLE,NON_POTABLE,504
6.473,7.227,430.409,9.088,26.083,POTABLE,MARGINAL,505
5.987,4.101,473.29,9.263,34.916,POTABLE,MARGINAL,506
6.762,5.37,446.682,9.895,20.597,POTABLE,MARGINAL,507
7.013,0.0,229.064,6.905,23.428,POTABLE,POTABLE,508
7.163,5.444,307.6,8.813,16.817,POTABLE,MARGINAL,509
7.226,0.0,465.037,4.161,26.843,MARGINAL,MARGINAL,510
2.672,43.896,445.281,0.864,29.913,NON_POTABLE,NON_POTABLE,511
6.529,9.764,304.61,4.967,20.468,MARGINAL,MARGINAL,512
7.311,4.904,229.352,9.666,25.03,POTABLE,MARGINAL,513
6.346,0.172,501.466,8.007,23.098,POTABLE,MARGINAL,514
7.256,0.0,505.815,9.045,25.779,POTABLE,MARGINAL,515
8.088,0.0,450.846,8.695,17.566,POTABLE,POTABLE,516
8.464,9.538,539.276,5.449,27.522,MARGINAL,MARGINAL,517
7.113,4.431,362.063,9.117,26.381,POTABLE,MARGINAL,518
7.27,0.0,486.248,8.841,17.474,POTABLE,POTABLE,519
5.679,41.184,1065.513,3.376,30.302,NON_POTABLE,NON_POTABLE,520
5.664,57.731,902.644,1.839,31.8,NON_POTABLE,NON_POTABLE,521
6.748,4.903,477.29,5.81,30.564,MARGINAL,MARGINAL,522
7.068,0.0,417.605,7.877,21.966,POTABLE,POTABLE,523
9.071,11.242,647.432,5.743,23.907,MARGINAL,NON_POTABLE,524
7.239,14.262,710.914,6.983,19.305,MARGINAL,MARGINAL,525
7.001,3.234,303.921,8.403,26.28,POTABLE,MARGINAL,526
8.57,39.505,853.249,4.91,38.158,NON_POTABLE,MARGINAL,527
8.993,5.721,364.543,4.638,27.333,MARGINAL,MARGINAL,528
8.604,6.987,641.883,3.83,19.876,MARGINAL,MARGINAL,529
0.904,18.149,908.153,2.313,14.774,NON_POTABLE,NON_POTABLE,530
7.835,1.775,422.577,4.961,27.272,MARGINAL,MARGINAL,531
6.841,4.584,443.67,7.626,22.626,POTABLE,MARGINAL,532
6.805,20.513,522.455,6.305,26.491,MARGINAL,MARGINAL,533
7.013,2.581,471.738,8.726,26.238,POTABLE,MARGINAL,534
6.411,22.438,526.553,6.916,25.093,MARGINAL,MARGINAL,535
8.287,13.068,699.68,6.818,30.928,MARGINAL,MARGINAL,536
6.754,4.282,220.418,7.507,24.115,POTABLE,MARGINAL,537
7.713,4.272,645.113,5.315,27.678,MARGINAL,MARGINAL,538
7.896,6.957,548.824,2.739,22.044,MARGINAL,MARGINAL,539
8.749,97.066,1046.564,3.17,35.203,NON_POTABLE,NON_POTABLE,540
7.482,0.565,362.247,9.305,22.093,POTABLE,POTABLE,541
8.403,12.79,405.09,5.513,25.388,MARGINAL,MARGINAL,542
6.529,3.271,150.867,9.749,21.467,POTABLE,MARGINAL,543
6.482,100.0,842.189,0.952,35.915,NON_POTABLE,NON_POTABLE,544
5.056,23.022,571.371,0.136,27.132,NON_POTABLE,NON_POTABLE,545
7.827,16.111,428.326,7.662,22.561,MARGINAL,MARGINAL,546
8.562,2.889,623.26,4.718,23.535,MARGINAL,MARGINAL,547
11.436,79.593,1135.164,4.286,30.113,NON_POTABLE,NON_POTABLE,548
8.1,15.328,300.891,4.11,22.042,MARGINAL,MARGINAL,549
8.001,0.0,236.338,7.424,21.46,POTABLE,POTABLE,550
8.065,9.267,304.572,5.655,20.268,MARGINAL,MARGINAL,551
7.082,6.293,533.22,6.132,21.37,MARGINAL,MARGINAL,552
4.458,99.44,852.996,2.913,33.478,NON_POTABLE,NON_POTABLE,553
6.673,0.0,367.566,10.831,20.388,POTABLE,POTABLE,554
7.286,7.241,464.178,5.026,21.031,MARGINAL,MARGINAL,555
7.344,0.0,311.252,5.633,29.354,POTABLE,MARGINAL,556
4.384,23.21,939.653,0.359,28.857,NON_POTABLE,NON_POTABLE,557
6.842,81.21,975.458,2.066,26.751,NON_POTABLE,NON_POTABLE,558
6.213,47.604,902.712,0.622,27.906,NON_POTABLE,NON_POTABLE,559
7.743,6.378,348.937,6.655,31.868,MARGINAL,MARGINAL,560
3.109,66.494,1007.746,1.167,34.627,NON_POTABLE,NON_POTABLE,561
7.73,9.375,381.453,6.272,23.891,MARGINAL,MARGINAL,562
6.173,8.995,482.749,7.046,21.123,MARGINAL,MARGINAL,563
7.202,13.742,321.918,7.698,22.195,MARGINAL,MARGINAL,564
6.994,0.208,434.711,7.099,22.416,POTABLE,POTABLE,565
1.831,19.291,801.725,0.344,33.869,NON_POTABLE,NON_POTABLE,566
5.312,28.796,789.504,1.538,37.336,NON_POTABLE,NON_POTABLE,567
7.574,0.037,143.308,7.052,22.588,POTABLE,POTABLE,568
7.279,14.169,502.583,4.988,20.345,MARGINAL,MARGINAL,569
5.873,71.927,424.674,0.0,15.997,NON_POTABLE,NON_POTABLE,570
4.741,48.064,730.425,3.369,24.345,NON_POTABLE,NON_POTABLE,571
6.879,49.931,596.597,0.578,26.728,NON_POTABLE,NON_POTABLE,572
6.22,57.338,1127.204,2.282,35.359,NON_POTABLE,NON_POTABLE,573
7.385,13.308,390.059,5.475,27.701,MARGINAL,MARGINAL,574
7.308,0.0,191.608,8.272,20.299,POTABLE,POTABLE,575
3.89,4.924,1019.412,1.403,33.476,NON_POTABLE,NON_POTABLE,576
6.615,0.0,413.107,9.266,29.138,POTABLE,POTABLE,577
1.705,6.644,990.555,2.538,30.498,NON_POTABLE,NON_POTABLE,578
8.369,0.0,508.729,5.108,20.411,MARGINAL,MARGINAL,579
4.62,34.754,900.266,1.981,26.444,NON_POTABLE,NON_POTABLE,580
7.238,1.886,246.133,6.635,25.249,POTABLE,MARGINAL,581
8.917,75.976,780.724,3.318,36.237,NON_POTABLE,NON_POTABLE,582
7.348,0.0,382.521,8.836,26.733,POTABLE,POTABLE,583
6.557,65.037,1123.121,2.075,17.918,NON_POTABLE,NON_POTABLE,584
7.931,2.726,485.485,10.078,27.24,POTABLE,MARGINAL,585
6.051,2.607,452.141,4.9,21.566,MARGINAL,MARGINAL,586
4.68,23.484,599.477,0.929,27.385,NON_POTABLE,NON_POTABLE,587
9.192,4.87,582.56,6.085,27.796,MARGINAL,NON_POTABLE,588
7.665,0.0,119.696,9.099,27.079,POTABLE,POTABLE,589
1.692,64.631,858.171,2.877,37.489,NON_POTABLE,NON_POTABLE,590
7.001,61.507,968.597,3.296,28.46,NON_POTABLE,NON_POTABLE,591
7.694,3.055,323.324,8.711,22.643,POTABLE,MARGINAL,592
8.723,5.699,484.215,5.554,25.585,MARGINAL,MARGINAL,593
4.792,32.445,1430.082,2.066,39.542,NON_POTABLE,NON_POTABLE,594
4.243,17.384,752.936,2.153,29.837,NON_POTABLE,NON_POTABLE,595
7.272,0.0,264.083,9.029,22.644,POTABLE,POTABLE,596
7.605,16.536,767.136,6.06,24.364,MARGINAL,MARGINAL,597
6.911,2.634,785.5,6.224,27.505,MARGINAL,MARGINAL,598
7.126,0.0,311.598,9.903,26.579,POTABLE,POTABLE,599
7.307,0.0,387.614,8.583,21.254,POTABLE,POTABLE,600
7.239,2.691,354.245,8.28,25.855,POTABLE,MARGINAL,601
0.005,30.469,967.915,1.375,25.68,NON_POTABLE,NON_POTABLE,602
7.43,0.0,273.637,11.121,20.918,POTABLE,POTABLE,603
3.962,63.72,458.076,3.279,28.938,NON_POTABLE,NON_POTABLE,604
2.533,100.0,991.908,0.648,37.379,NON_POTABLE,NON_POTABLE,605
8.075,0.959,458.826,5.048,26.625,MARGINAL,MARGINAL,606
6.58,3.92,281.91,9.423,20.427,POTABLE,MARGINAL,607
7.638,11.488,482.198,2.684,28.819,MARGINAL,MARGINAL,608
3.4,65.98,1038.995,1.793,30.53,NON_POTABLE,NON_POTABLE,609
3.415,20.394,1007.35,1.559,26.179,NON_POTABLE,NON_POTABLE,610
6.917,0.0,434.923,9.031,23.031,POTABLE,POTABLE,611
3.986,42.409,731.303,0.6,27.41,NON_POTABLE,NON_POTABLE,612
6.92,0.114,338.074,6.767,28.417,POTABLE,POTABLE,613
7.503,0.0,409.246,8.74,22.177,POTABLE,POTABLE,614
3.854,57.441,990.7,1.182,25.667,NON_POTABLE,NON_POTABLE,615
8.399,8.955,567.501,8.0,25.585,MARGINAL,MARGINAL,616
6.835,0.436,194.011,8.042,19.188,POTABLE,POTABLE,617
6.825,0.0,461.275,7.957,23.668,POTABLE,POTABLE,618
6.396,1.593,384.892,9.385,27.286,POTABLE,MARGINAL,619
6.672,0.344,329.713,9.089,22.284,POTABLE,POTABLE,620
8.091,1.095,266.706,10.831,26.696,POTABLE,MARGINAL,621
6.713,10.853,705.096,2.917,32.582,MARGINAL,MARGINAL,622
7.65,0.0,462.473,10.085,24.126,POTABLE,POTABLE,623
7.922,6.62,637.46,3.949,23.247,MARGINAL,MARGINAL,624
0.0,65.877,1224.352,1.297,35.105,NON_POTABLE,NON_POTABLE,625
0.0,52.841,600.904,0.965,25.19,NON_POTABLE,NON_POTABLE,626
7.397,0.0,244.228,6.835,28.33,POTABLE,POTABLE,627
6.377,0.0,488.453,7.829,21.893,POTABLE,MARGINAL,628
7.439,0.892,352.989,7.287,16.573,POTABLE,POTABLE,629
5.995,0.0,414.147,13.128,23.296,POTABLE,MARGINAL,630
6.271,0.0,236.226,6.39,30.851,POTABLE,MARGINAL,631
7.382,2.575,453.429,7.727,24.714,POTABLE,MARGINAL,632
6.311,0.592,289.147,7.715,28.223,POTABLE,MARGINAL,633
8.943,0.0,586.878,3.27,22.243,MARGINAL,MARGINAL,634
8.826,9.396,710.933,4.644,28.288,MARGINAL,MARGINAL,635
6.215,0.0,115.121,8.953,27.943,POTABLE,MARGINAL,636
6.219,0.0,466.235,8.331,25.083,POTABLE,MARGINAL,637
2.727,50.86,497.688,1.606,25.087,NON_POTABLE,NON_POTABLE,638
4.877,96.16,865.883,1.99,36.456,NON_POTABLE,NON_POTABLE,639
8.017,1.502,499.297,3.609,33.821,MARGINAL,MARGINAL,640
8.562,3.898,799.812,6.318,27.561,MARGINAL,MARGINAL,641
9.266,6.937,621.219,6.011,28.613,MARGINAL,NON_POTABLE,642
6.768,7.572,626.8,4.242,16.741,MARGINAL,MARGINAL,643
6.976,5.159,509.361,4.544,21.32,MARGINAL,MARGINAL,644
3.988,58.659,1105.769,4.963,28.371,NON_POTABLE,NON_POTABLE,645
9.18,13.145,529.002,8.368,32.318,MARGINAL,NON_POTABLE,646
6.796,14.227,565.48,6.355,21.109,MARGINAL,MARGINAL,647
7.208,77.766,1097.002,1.322,31.729,NON_POTABLE,NON_POTABLE,648
7.536,3.521,376.681,6.105,27.13,POTABLE,MARGINAL,649
0.0,59.249,992.691,0.775,36.288,NON_POTABLE,NON_POTABLE,650
7.577,0.0,667.243,6.573,24.043,MARGINAL,MARGINAL,651
8.671,0.0,223.362,10.135,17.868,POTABLE,MARGINAL,652
2.73,30.96,1002.124,0.314,33.377,NON_POTABLE,NON_POTABLE,653
7.018,6.077,624.016,4.763,28.532,MARGINAL,MARGINAL,654
7.447,0.0,156.778,7.794,25.258,POTABLE,POTABLE,655
8.095,11.486,715.069,4.524,28.709,MARGINAL,MARGINAL,656
3.723,33.618,875.443,3.543,24.015,NON_POTABLE,NON_POTABLE,657
6.643,0.0,206.605,9.624,20.81,POTABLE,POTABLE,658
6.807,5.331,457.452,8.93,22.396,POTABLE,MARGINAL,659
7.122,2.99,498.443,9.352,26.358,POTABLE,MARGINAL,660
7.272,0.0,303.486,8.198,30.292,POTABLE,POTABLE,661
7.124,0.0,296.315,8.414,25.425,POTABLE,POTABLE,662
8.515,10.204,240.23,5.154,27.11,MARGINAL,MARGINAL,663
6.711,0.0,377.553,8.643,22.64,POTABLE,POTABLE,664
6.824,10.695,571.216,5.238,28.234,MARGINAL,MARGINAL,665
6.862,0.0,498.072,4.829,31.569,MARGINAL,MARGINAL,666
6.861,0.0,362.42,6.904,18.054,POTABLE,POTABLE,667
7.511,0.0,586.087,6.42,29.354,MARGINAL,MARGINAL,668
3.603,76.513,901.341,1.218,29.662,NON_POTABLE,NON_POTABLE,669
5.563,0.0,296.005,9.51,23.728,POTABLE,MARGINAL,670
7.715,6.391,780.397,3.665,24.244,MARGINAL,MARGINAL,671
7.03,0.0,322.284,8.383,27.503,POTABLE,POTABLE,672
6.852,0.0,266.222,7.996,28.675,POTABLE,POTABLE,673
7.275,2.023,413.353,8.738,25.02,POTABLE,MARGINAL,674
7.404,0.0,246.87,7.926,29.578,POTABLE,POTABLE,675
8.161,19.061,778.537,3.986,25.581,MARGINAL,MARGINAL,676
8.513,5.19,662.109,5.32,24.028,MARGINAL,MARGINAL,677
6.459,0.533,40.866,7.065,26.931,POTABLE,MARGINAL,678
4.209,48.91,840.246,1.52,22.954,NON_POTABLE,NON_POTABLE,679
7.165,5.012,610.607,4.391,33.504,MARGINAL,MARGINAL,680
8.248,8.445,632.928,6.058,23.589,MARGINAL,MARGINAL,681
6.446,2.752,358.003,7.457,17.746,POTABLE,MARGINAL,682
6.733,0.0,237.697,7.065,27.945,POTABLE,POTABLE,683
7.747,8.947,580.23,5.717,28.924,MARGINAL,MARGINAL,684
1.666,3.573,1014.055,2.786,29.805,NON_POTABLE,NON_POTABLE,685
7.441,99.589,1365.507,0.896,33.541,NON_POTABLE,NON_POTABLE,686
6.913,2.279,326.713,7.4,22.417,POTABLE,MARGINAL,687
6.787,8.737,646.278,9.035,24.093,MARGINAL,MARGINAL,688
6.036,22.694,889.187,4.194,16.173,NON_POTABLE,MARGINAL,689
4.848,45.35,993.621,2.808,31.675,NON_POTABLE,NON_POTABLE,690
5.577,53.628,835.18,1.869,35.529,NON_POTABLE,NON_POTABLE,691
6.878,46.06,906.731,0.0,21.755,NON_POTABLE,NON_POTABLE,692
7.107,4.347,348.135,7.061,19.562,POTABLE,MARGINAL,693
7.509,13.378,491.96,7.638,24.146,MARGINAL,MARGINAL,694
7.514,2.128,395.427,10.126,19.45,POTABLE,MARGINAL,695
6.989,14.565,384.098,4.794,20.013,MARGINAL,MARGINAL,696
6.215,0.659,289.74,9.246,27.549,POTABLE,MARGINAL,697
7.502,5.639,473.592,5.241,27.895,POTABLE,MARGINAL,698
7.79,10.061,264.299,4.804,20.687,MARGINAL,MARGINAL,699
7.948,0.0,329.953,9.82,20.478,POTABLE,POTABLE,700
5.081,54.389,754.441,0.26,31.564,NON_POTABLE,NON_POTABLE,701
5.029,71.064,562.44,1.195,22.289,NON_POTABLE,NON_POTABLE,702
7.396,3.332,450.765,4.421,30.372,MARGINAL,MARGINAL,703
7.317,8.717,294.693,5.527,29.444,MARGINAL,MARGINAL,704
5.869,60.292,986.357,4.891,25.174,NON_POTABLE,NON_POTABLE,705
10.35,100.0,728.536,2.357,36.548,NON_POTABLE,NON_POTABLE,706
8.452,11.984,473.308,7.181,20.323,MARGINAL,MARGINAL,707
7.449,0.055,322.209,7.254,22.033,POTABLE,POTABLE,708
6.242,0.238,640.028,4.471,27.049,MARGINAL,MARGINAL,709
7.725,0.0,580.585,4.437,23.601,MARGINAL,MARGINAL,710
7.26,84.141,976.103,3.129,27.349,NON_POTABLE,NON_POTABLE,711
6.72,5.881,316.026,7.428,18.1,POTABLE,MARGINAL,712
6.764,2.095,295.629,8.456,30.207,POTABLE,MARGINAL,713
5.616,91.241,1482.348,2.068,29.936,NON_POTABLE,NON_POTABLE,714
6.706,0.964,320.242,7.538,22.226,MARGINAL,POTABLE,715
7.556,6.333,277.042,7.525,27.782,POTABLE,MARGINAL,716
7.881,4.069,652.157,4.478,23.762,MARGINAL,MARGINAL,717
7.943,8.817,189.008,9.487,24.331,POTABLE,MARGINAL,718
6.39,0.0,188.504,9.939,21.725,POTABLE,MARGINAL,719
6.482,3.374,577.107,5.756,27.62,MARGINAL,MARGINAL,720
4.561,68.334,1149.276,1.131,25.486,NON_POTABLE,NON_POTABLE,721
7.153,0.159,435.14,10.183,25.005,POTABLE,POTABLE,722
7.208,1.597,85.373,10.047,22.754,POTABLE,MARGINAL,723
2.185,6.166,556.514,1.934,26.711,NON_POTABLE,NON_POTABLE,724
7.614,20.975,479.061,6.694,29.333,MARGINAL,MARGINAL,725
2.834,47.922,1269.229,2.731,35.903,NON_POTABLE,NON_POTABLE,726
7.81,2.011,465.423,10.064,27.831,POTABLE,MARGINAL,727
7.126,0.0,152.69,9.675,21.921,POTABLE,POTABLE,728
7.506,9.041,541.968,4.866,25.567,MARGINAL,MARGINAL,729
6.867,14.242,434.988,5.817,19.59,MARGINAL,MARGINAL,730
5.471,54.734,754.401,0.692,34.871,NON_POTABLE,NON_POTABLE,731
7.305,0.772,293.47,8.668,17.223,POTABLE,POTABLE,732
2.688,34.242,1246.1,2.513,28.963,NON_POTABLE,NON_POTABLE,733
6.881,0.0,322.901,6.992,24.794,POTABLE,POTABLE,734
3.722,57.553,1230.778,1.532,21.284,NON_POTABLE,NON_POTABLE,735
4.376,80.012,993.41,0.876,16.732,NON_POTABLE,NON_POTABLE,736
7.612,0.0,301.856,7.839,29.423,POTABLE,POTABLE,737
7.516,0.0,262.089,8.037,19.24,POTABLE,POTABLE,738
7.798,0.0,605.774,4.827,28.933,MARGINAL,MARGINAL,739
7.39,2.292,53.697,8.051,24.852,POTABLE,MARGINAL,740
8.21,22.018,536.349,5.611,24.649,MARGINAL,MARGINAL,741
7.335,6.696,305.681,7.98,19.816,POTABLE,MARGINAL,742
6.141,15.011,527.492,6.216,28.943,MARGINAL,MARGINAL,743
6.506,48.001,963.012,2.517,28.51,NON_POTABLE,NON_POTABLE,744
5.913,93.946,812.377,1.304,13.327,NON_POTABLE,NON_POTABLE,745
7.314,0.825,481.204,5.603,17.346,MARGINAL,MARGINAL,746
7.96,3.018,421.634,9.19,32.823,POTABLE,MARGINAL,747
7.153,0.017,317.179,8.315,27.841,POTABLE,POTABLE,748
8.589,2.217,314.271,6.272,21.791,POTABLE,MARGINAL,749
1.143,27.913,1317.692,1.506,19.847,NON_POTABLE,NON_POTABLE,750
8.821,1.06,482.974,6.146,26.03,MARGINAL,MARGINAL,751
6.825,8.611,268.829,4.733,27.761,MARGINAL,MARGINAL,752
5.284,77.872,999.12,2.516,39.448,NON_POTABLE,NON_POTABLE,753
6.473,75.444,773.303,0.0,21.703,NON_POTABLE,NON_POTABLE,754
6.373,53.227,1117.397,2.522,22.697,NON_POTABLE,NON_POTABLE,755
7.677,1.759,111.309,8.433,24.227,POTABLE,MARGINAL,756
7.407,18.653,520.213,3.619,29.402,MARGINAL,MARGINAL,757
8.249,6.108,401.954,4.889,21.728,MARGINAL,MARGINAL,758
5.867,59.709,1068.125,0.981,23.915,NON_POTABLE,NON_POTABLE,759
5.648,5.289,420.401,8.634,29.139,MARGINAL,MARGINAL,760
8.028,1.799,485.721,5.845,23.043,MARGINAL,MARGINAL,761
7.437,0.0,422.27,9.268,18.312,POTABLE,POTABLE,762
7.149,0.0,234.229,8.544,18.514,POTABLE,POTABLE,763
7.75,3.486,544.49,7.29,26.584,MARGINAL,MARGINAL,764
